"PM35B","A01-04","EDTA","","","","","","","CAS 6381-92-6"
"PM35B","A05-08","Miltefosine","","","","","","D02494","CAS 58066-85-6"
"PM35B","A09-12","Guanidine.hydrochloride","","","","","","","CAS 50-01-1"
"PM35B","B01-04","CHAPSO","","","","","","","CAS 82473-24-3"
"PM35B","B05-08","Lauryl.sulfobetaine","","","","","","","CAS 14933-08-5"
"PM35B","B09-12","Furaltadone","","","","","","D02510","CAS 3759-92-0"
"PM35B","C01-04","Iodoacetate","","","","","","","CAS 305-53-3"
"PM35B","C05-08","Compound.48/80","","","","","","","CAS 94724-12-6"
"PM35B","C09-12","Cinoxacin","","","","","","D00872","CAS 28657-80-9"
"PM35B","D01-04","Dihydrostreptomycin","","","","","","D02512","CAS 5490-27-7"
"PM35B","D05-08","Sodium.azide","","","","","","","CAS 26628-22-8"
"PM35B","D09-12","Hydroxyurea","","","","","","D00341","CAS 127-07-1"
"PM35B","E01-04","Rifamycin.SV","","","","","","D08480","CAS 14897-39-3"
"PM35B","E05-08","Nitrite","","","","","","D05865","CAS 7632-00-0"
"PM35B","E09-12","Sodium.Selenite","","","","","","D10530","CAS 10102-18-8"
"PM35B","F01-04","Sodium.Thiocyanate","","","","","","","CAS 540-72-7"
"PM35B","F05-08","Sodium.Tungstate","","","","","","C20679","CAS 10213-10-2"
"PM35B","F09-12","Sodium.metavanadate","","","","","","","CAS 13718-26-8"
"PM35B","G01-04","Sodium.fluoride","","","","","","D00943","CAS 7681-49-4"
"PM35B","G05-08","Sodium.dichromate","","","","","","","CAS 7789-12-0"
"PM35B","G09-12","Cobalt.chloride.hexahydrate","","","","","","C00175","CAS 7791-13-1"
"PM35B","H01-04","Cupric.chloride.dihydrate","","","","","","D03612","CAS 10125-13-0"
"PM35B","H05-08","Glycine","","","","","","","CAS 56-40-6"
"PM35B","H09-12","Bacitracin.Zinc","","","","","","","CAS 1405-89-6"
