"PM13B","A01-04","Ampicillin, Sodium salt","DNA intercalator, inhibits RNA synthesis","","","","","D02119","CAS 69-52-3"
"PM13B","A05-08","Dequalinium chloride","ion channel inhibitor, K+","","","","","D01575","CAS 522-51-0"
"PM13B","A09-12","Nickel chloride","toxic cation","","","","","C14711","CAS 7791-20-0"
"PM13B","B01-04","Azlocillin","wall, lactam","","","","","D03039","CAS 37091-65-9"
"PM13B","B05-08","2,2`- Dipyridyl","chelator, lipophilic","","","","","","CAS 366-18-7"
"PM13B","B09-12","Oxolinic acid","DNA topoisomerase","","","","","D02301","CAS 14698-29-4"
"PM13B","C01-04","6-Mercaptopurine monohydrate","nucleic acid analog, purine","","","","","D00161","CAS 6112-76-1"
"PM13B","C05-08","Doxycycline Hydrochloride","protein synthesis, 30S ribosomal subunit, tetracycline","","","","","D02129","CAS 10592-13-9"
"PM13B","C09-12","Potassium chromate","toxic anion","","","","","","CAS 7789-00-6"
"PM13B","D01-04","Cefuroxime","wall, cephalosporin","","","","","D00915","CAS 55238-63-2"
"PM13B","D05-08","5- Fluorouracil","nucleic acid analog, pyrimidine","","","","","D00584","CAS 51-21-8"
"PM13B","D09-12","Rolitetracycline","protein synthesis, 30S ribosomal subunit, tetracycline","","","","","D02282","CAS 751-97-3"
"PM13B","E01-04","Cytosine-1-beta-D-arabinofuranoside","nucleic acid analog, pyrimidine","","","","","D00168","CAS 147-94-4"
"PM13B","E05-08","Geneticin disulfate (G418)","protein synthesis, 30S ribosomal subunit, aminoglycoside","","","","","","CAS 108321-42-2"
"PM13B","E09-12","Ruthenium red","respiration, mitochondrial Ca++ porter","","","","","","CAS 11103-72-3"
"PM13B","F01-04","Cesium chloride","toxic cation","","","","","D03446","CAS 7647-17-8"
"PM13B","F05-08","Glycine HCl","wall","","","","","","CAS 6000-43-7"
"PM13B","F09-12","Thallium (I) acetate","toxic cation","","","","","","CAS 563-68-8"
"PM13B","G01-04","Cobalt chloride","toxic cation","","","","","","CAS 7791-13-1"
"PM13B","G05-08","Manganese chloride","toxic cation","","","","","","CAS 13446-34-9"
"PM13B","G09-12","Trifluoperazine","phenothiazine, anti-cholinergic, anti-psychotic, sedative","","","","","D00799","CAS 440-17-5"
"PM13B","H01-04","Cupric chloride","toxic cation","","","","","D03612","CAS 10125-13-0"
"PM13B","H05-08","Moxalactam, sodium salt","wall, lactam","","","","","D02198","CAS 64953-12-4"
"PM13B","H09-12","Tylosin tartrate","protein synthesis, 50S ribosomal subunit, macrolide","","","","","D10033","CAS 74610-55-2"
