"PMMTox1","A01","a-D-Glucose","C-Source, carbohydrate","","","","","C00031","CAS 50-99-7"
"PMMTox1","A02","a-D-Glucose","C-Source, carbohydrate","","","","","C00031","CAS 50-99-7"
"PMMTox1","A03","a-D-Glucose","C-Source, carbohydrate","","","","","C00031","CAS 50-99-7"
"PMMTox1","A04","a-D-Glucose","C-Source, carbohydrate","","","","","C00031","CAS 50-99-7"
"PMMTox1","A05","a-D-Glucose","C-Source, carbohydrate","","","","","C00031","CAS 50-99-7"
"PMMTox1","A06","a-D-Glucose","C-Source, carbohydrate","","","","","C00031","CAS 50-99-7"
"PMMTox1","A07","a-D-Glucose","C-Source, carbohydrate","","","","","C00031","CAS 50-99-7"
"PMMTox1","A08","a-D-Glucose","C-Source, carbohydrate","","","","","C00031","CAS 50-99-7"
"PMMTox1","A09","a-D-Glucose","C-Source, carbohydrate","","","","","C00031","CAS 50-99-7"
"PMMTox1","A10","a-D-Glucose","C-Source, carbohydrate","","","","","C00031","CAS 50-99-7"
"PMMTox1","A11","a-D-Glucose","C-Source, carbohydrate","","","","","C00031","CAS 50-99-7"
"PMMTox1","A12","a-D-Glucose","C-Source, carbohydrate","","","","","C00031","CAS 50-99-7"
"PMMTox1","B01","Inosine","C-Source, carbohydrate","","","","","C00294","CAS 58-63-9"
"PMMTox1","B02","Inosine","C-Source, carbohydrate","","","","","C00294","CAS 58-63-9"
"PMMTox1","B03","Inosine","C-Source, carbohydrate","","","","","C00294","CAS 58-63-9"
"PMMTox1","B04","Inosine","C-Source, carbohydrate","","","","","C00294","CAS 58-63-9"
"PMMTox1","B05","Inosine","C-Source, carbohydrate","","","","","C00294","CAS 58-63-9"
"PMMTox1","B06","Inosine","C-Source, carbohydrate","","","","","C00294","CAS 58-63-9"
"PMMTox1","B07","Inosine","C-Source, carbohydrate","","","","","C00294","CAS 58-63-9"
"PMMTox1","B08","Inosine","C-Source, carbohydrate","","","","","C00294","CAS 58-63-9"
"PMMTox1","B09","Inosine","C-Source, carbohydrate","","","","","C00294","CAS 58-63-9"
"PMMTox1","B10","Inosine","C-Source, carbohydrate","","","","","C00294","CAS 58-63-9"
"PMMTox1","B11","Inosine","C-Source, carbohydrate","","","","","C00294","CAS 58-63-9"
"PMMTox1","B12","Inosine","C-Source, carbohydrate","","","","","C00294","CAS 58-63-9"
"PMMTox1","C01","D-Galactose","C-Source, carbohydrate","","","","","C00124","CAS 59-23-4"
"PMMTox1","C02","D-Galactose","C-Source, carbohydrate","","","","","C00124","CAS 59-23-4"
"PMMTox1","C03","D-Galactose","C-Source, carbohydrate","","","","","C00124","CAS 59-23-4"
"PMMTox1","C04","D-Galactose","C-Source, carbohydrate","","","","","C00124","CAS 59-23-4"
"PMMTox1","C05","D-Galactose","C-Source, carbohydrate","","","","","C00124","CAS 59-23-4"
"PMMTox1","C06","D-Galactose","C-Source, carbohydrate","","","","","C00124","CAS 59-23-4"
"PMMTox1","C07","D-Galactose","C-Source, carbohydrate","","","","","C00124","CAS 59-23-4"
"PMMTox1","C08","D-Galactose","C-Source, carbohydrate","","","","","C00124","CAS 59-23-4"
"PMMTox1","C09","D-Galactose","C-Source, carbohydrate","","","","","C00124","CAS 59-23-4"
"PMMTox1","C10","D-Galactose","C-Source, carbohydrate","","","","","C00124","CAS 59-23-4"
"PMMTox1","C11","D-Galactose","C-Source, carbohydrate","","","","","C00124","CAS 59-23-4"
"PMMTox1","C12","D-Galactose","C-Source, carbohydrate","","","","","C00124","CAS 59-23-4"
"PMMTox1","D01","D-Glucose-1-PO4","C-Source, carbohydrate","","","","","C00103","CAS 56401-20-8"
"PMMTox1","D02","D-Glucose-1-PO4","C-Source, carbohydrate","","","","","C00103","CAS 56401-20-8"
"PMMTox1","D03","D-Glucose-1-PO4","C-Source, carbohydrate","","","","","C00103","CAS 56401-20-8"
"PMMTox1","D04","D-Glucose-1-PO4","C-Source, carbohydrate","","","","","C00103","CAS 56401-20-8"
"PMMTox1","D05","D-Glucose-1-PO4","C-Source, carbohydrate","","","","","C00103","CAS 56401-20-8"
"PMMTox1","D06","D-Glucose-1-PO4","C-Source, carbohydrate","","","","","C00103","CAS 56401-20-8"
"PMMTox1","D07","D-Glucose-1-PO4","C-Source, carbohydrate","","","","","C00103","CAS 56401-20-8"
"PMMTox1","D08","D-Glucose-1-PO4","C-Source, carbohydrate","","","","","C00103","CAS 56401-20-8"
"PMMTox1","D09","D-Glucose-1-PO4","C-Source, carbohydrate","","","","","C00103","CAS 56401-20-8"
"PMMTox1","D10","D-Glucose-1-PO4","C-Source, carbohydrate","","","","","C00103","CAS 56401-20-8"
"PMMTox1","D11","D-Glucose-1-PO4","C-Source, carbohydrate","","","","","C00103","CAS 56401-20-8"
"PMMTox1","D12","D-Glucose-1-PO4","C-Source, carbohydrate","","","","","C00103","CAS 56401-20-8"
"PMMTox1","E01","Xylitol","C-Source, carbohydrate","","","","","C00379","CAS 87-99-0"
"PMMTox1","E02","Xylitol","C-Source, carbohydrate","","","","","C00379","CAS 87-99-0"
"PMMTox1","E03","Xylitol","C-Source, carbohydrate","","","","","C00379","CAS 87-99-0"
"PMMTox1","E04","Xylitol","C-Source, carbohydrate","","","","","C00379","CAS 87-99-0"
"PMMTox1","E05","Xylitol","C-Source, carbohydrate","","","","","C00379","CAS 87-99-0"
"PMMTox1","E06","Xylitol","C-Source, carbohydrate","","","","","C00379","CAS 87-99-0"
"PMMTox1","E07","Xylitol","C-Source, carbohydrate","","","","","C00379","CAS 87-99-0"
"PMMTox1","E08","Xylitol","C-Source, carbohydrate","","","","","C00379","CAS 87-99-0"
"PMMTox1","E09","Xylitol","C-Source, carbohydrate","","","","","C00379","CAS 87-99-0"
"PMMTox1","E10","Xylitol","C-Source, carbohydrate","","","","","C00379","CAS 87-99-0"
"PMMTox1","E11","Xylitol","C-Source, carbohydrate","","","","","C00379","CAS 87-99-0"
"PMMTox1","E12","Xylitol","C-Source, carbohydrate","","","","","C00379","CAS 87-99-0"
"PMMTox1","F01","a-Keto-Glutaric Acid","C-Source, carboxylic acid","","","","","C00109","CAS 2013-26-5"
"PMMTox1","F02","a-Keto-Glutaric Acid","C-Source, carboxylic acid","","","","","C00109","CAS 2013-26-5"
"PMMTox1","F03","a-Keto-Glutaric Acid","C-Source, carboxylic acid","","","","","C00109","CAS 2013-26-5"
"PMMTox1","F04","a-Keto-Glutaric Acid","C-Source, carboxylic acid","","","","","C00109","CAS 2013-26-5"
"PMMTox1","F05","a-Keto-Glutaric Acid","C-Source, carboxylic acid","","","","","C00109","CAS 2013-26-5"
"PMMTox1","F06","a-Keto-Glutaric Acid","C-Source, carboxylic acid","","","","","C00109","CAS 2013-26-5"
"PMMTox1","F07","a-Keto-Glutaric Acid","C-Source, carboxylic acid","","","","","C00109","CAS 2013-26-5"
"PMMTox1","F08","a-Keto-Glutaric Acid","C-Source, carboxylic acid","","","","","C00109","CAS 2013-26-5"
"PMMTox1","F09","a-Keto-Glutaric Acid","C-Source, carboxylic acid","","","","","C00109","CAS 2013-26-5"
"PMMTox1","F10","a-Keto-Glutaric Acid","C-Source, carboxylic acid","","","","","C00109","CAS 2013-26-5"
"PMMTox1","F11","a-Keto-Glutaric Acid","C-Source, carboxylic acid","","","","","C00109","CAS 2013-26-5"
"PMMTox1","F12","a-Keto-Glutaric Acid","C-Source, carboxylic acid","","","","","C00109","CAS 2013-26-5"
"PMMTox1","G01","D,L-b-Hydroxy-Butyric Acid","C-Source, carboxylic acid","","","","","C01089","CAS 150-83-4"
"PMMTox1","G02","D,L-b-Hydroxy-Butyric Acid","C-Source, carboxylic acid","","","","","C01089","CAS 150-83-4"
"PMMTox1","G03","D,L-b-Hydroxy-Butyric Acid","C-Source, carboxylic acid","","","","","C01089","CAS 150-83-4"
"PMMTox1","G04","D,L-b-Hydroxy-Butyric Acid","C-Source, carboxylic acid","","","","","C01089","CAS 150-83-4"
"PMMTox1","G05","D,L-b-Hydroxy-Butyric Acid","C-Source, carboxylic acid","","","","","C01089","CAS 150-83-4"
"PMMTox1","G06","D,L-b-Hydroxy-Butyric Acid","C-Source, carboxylic acid","","","","","C01089","CAS 150-83-4"
"PMMTox1","G07","D,L-b-Hydroxy-Butyric Acid","C-Source, carboxylic acid","","","","","C01089","CAS 150-83-4"
"PMMTox1","G08","D,L-b-Hydroxy-Butyric Acid","C-Source, carboxylic acid","","","","","C01089","CAS 150-83-4"
"PMMTox1","G09","D,L-b-Hydroxy-Butyric Acid","C-Source, carboxylic acid","","","","","C01089","CAS 150-83-4"
"PMMTox1","G10","D,L-b-Hydroxy-Butyric Acid","C-Source, carboxylic acid","","","","","C01089","CAS 150-83-4"
"PMMTox1","G11","D,L-b-Hydroxy-Butyric Acid","C-Source, carboxylic acid","","","","","C01089","CAS 150-83-4"
"PMMTox1","G12","D,L-b-Hydroxy-Butyric Acid","C-Source, carboxylic acid","","","","","C01089","CAS 150-83-4"
"PMMTox1","H01","Pyruvic Acid","C-Source, carboxylic acid","","","","","C00022","CAS 113-24-6"
"PMMTox1","H02","Pyruvic Acid","C-Source, carboxylic acid","","","","","C00022","CAS 113-24-6"
"PMMTox1","H03","Pyruvic Acid","C-Source, carboxylic acid","","","","","C00022","CAS 113-24-6"
"PMMTox1","H04","Pyruvic Acid","C-Source, carboxylic acid","","","","","C00022","CAS 113-24-6"
"PMMTox1","H05","Pyruvic Acid","C-Source, carboxylic acid","","","","","C00022","CAS 113-24-6"
"PMMTox1","H06","Pyruvic Acid","C-Source, carboxylic acid","","","","","C00022","CAS 113-24-6"
"PMMTox1","H07","Pyruvic Acid","C-Source, carboxylic acid","","","","","C00022","CAS 113-24-6"
"PMMTox1","H08","Pyruvic Acid","C-Source, carboxylic acid","","","","","C00022","CAS 113-24-6"
"PMMTox1","H09","Pyruvic Acid","C-Source, carboxylic acid","","","","","C00022","CAS 113-24-6"
"PMMTox1","H10","Pyruvic Acid","C-Source, carboxylic acid","","","","","C00022","CAS 113-24-6"
"PMMTox1","H11","Pyruvic Acid","C-Source, carboxylic acid","","","","","C00022","CAS 113-24-6"
"PMMTox1","H12","Pyruvic Acid","C-Source, carboxylic acid","","","","","C00022","CAS 113-24-6"
