"PM24C","A01-04","Apramycin Sulfate","protein synthesis, 30S ribosomal subunit, aminoglycoside","","","","","D02322","CAS 65710-07-8"
"PM24C","A05-08","Aminacrine","DNA intercalator, inhibits RNA synthesis","","","","","D02905","CAS 52417-22-8"
"PM24C","A09-12","Zaragozic Acid A","sterol synthesis inhibitor, inhibits squalene synthase","","","","","","CAS 142561-96-4"
"PM24C","B01-04","Blasticidin Hydrochloride","protein synthesis","","","","","C02010","CAS 3513-03-9"
"PM24C","B05-08","Thioridazine hydrochloride","membrane, phenothiazine, efflux pump inhibitor, anti-psychotic","","","","","D00798","CAS 130-61-0"
"PM24C","B09-12","Sodium Benzoate","respiration, ionophore, H+","","","","","D00038","CAS 532-32-1"
"PM24C","C01-04","Chlortetracycline Hydrochloride","protein synthesis, 30S ribosomal subunit, tetracycline","","","","","D02255","CAS 64-72-2"
"PM24C","C05-08","Sodium metasilicate","toxic anion","","","","","","CAS 13517-24-3"
"PM24C","C09-12","Pentamidine Isethionate","antifungal","","","","","D08333","CAS 140-64-7"
"PM24C","D01-04","Azauracil","nucleic acid analog, pyrimidine","","","","","","CAS 461-89-2"
"PM24C","D05-08","Potassium Chromate","toxic anion","","","","","","CAS 7789-00-6"
"PM24C","D09-12","Thialysine","inhibitor of lysine-2,3-aminomutase","","","","","","CAS 4099-35-8"
"PM24C","E01-04","Berberine Chloride","inhibitor of aldose reductase","","","","","D01250","CAS 633-65-8"
"PM24C","E05-08","EGTA","chelator, Ca++","","","","","","CAS 13368-13-3"
"PM24C","E09-12","Sodium Pyrophosphate Decahydrate","chelator, hydrophilic","","","","","D05873","CAS 13472-36-1"
"PM24C","F01-04","Isoniazid","inhibitor of fatty acid synthesis","","","","","D00346","CAS 54-85-3"
"PM24C","F05-08","Methyl Viologen Dichloride Hydrate","oxidizing agent","","","","","","CAS 1910-42-5"
"PM24C","F09-12","Sodium Fluoride","toxic anion, respiration, uncoupler","","","","","D00943","CAS 7681-49-4"
"PM24C","G01-04","Cisplatin","DNA damage, crosslinker","","","","","D00275","CAS 15663-27-1"
"PM24C","G05-08","Aluminum sulfate","toxic cation","","","","","D08849","CAS 10043-01-3"
"PM24C","G09-12","Fluconazole","inhibits Lanosterol 14 ?-demethylase","","","","","D00322","CAS 86386-73-4"
"PM24C","H01-04","Propiconazole","triazole fungicide","","","","","C11121","CAS 60207-90-1"
"PM24C","H05-08","Tamoxifen","binds estrogen receptors","","","","","D08559","CAS 10540-29-1"
"PM24C","H09-12","(±)-Miconazole nitrate salt","triazole fungicide","","","","","D00882","CAS 22832-87-7"
