"PM36","A01-04","Alexidine","","","","","","D02804","CAS 1715-30-6"
"PM36","A05-08","Thimerosal","","","","","","","CAS 54-64-8"
"PM36","A09-12","Ibuprofen","","","","","","D08059","CAS 31121-93-4"
"PM36","B01-04","Ornidazole","","","","","","D05274","CAS 16773-42-5"
"PM36","B05-08","Orphenadrine","","","","","","D02599","CAS 341-69-5"
"PM36","B09-12","Thioridazine.hydrochloride","","","","","","D00798","CAS 130-61-0"
"PM36","C01-04","Salicylate","","","","","","","CAS 69-72-7"
"PM36","C05-08","Indomethacin","","","","","","","CAS 53-86-1"
"PM36","C09-12","Phleomycin","","","","","","","CAS 11006-33-0"
"PM36","D01-04","Sulfamethazine","","","","","","D08539","CAS 1981-58-4"
"PM36","D05-08","Valinomycin","","","","","","C06684","CAS 2001-95-8"
"PM36","D09-12","Dodecyl.Maltoside","","","","","","","CAS 69227-93-6"
"PM36","E01-04","Potassium.Superoxide","","","","","","","CAS 12030-88-5"
"PM36","E05-08","Gentamicin","","","","","","D01063","CAS 1405-41-0"
"PM36","E09-12","Neomycin","","","","","","D01618","CAS 1405-10-3"
"PM36","F01-04","Sisomicin","","","","","","D02181","CAS 53179-09-2"
"PM36","F05-08","Streptomycin","","","","","","D01350","CAS 3810-74-0"
"PM36","F09-12","Doxycycline","","","","","","D02129","CAS 10592-13-9"
"PM36","G01-04","Sodium.Arsenite","","","","","","","CAS 7784-46-5"
"PM36","G05-08","Sodium.Cyanate","","","","","","","CAS 917-61-3"
"PM36","G09-12","Sodium.Cyanide","","","","","","","CAS 143-33-9"
"PM36","H01-04","Sodium.Metaborate","","","","","","","CAS 15293-77-3"
"PM36","H05-08","Sodium.Metasilicate","","","","","","","CAS 13517-24-3"
"PM36","H09-12","Sodium.Thiosulfate","","","","","","C00320","CAS 7772-98-7"
