"PM34","A01-04","Antimony.(III).Chloride","","","","","","","CAS 10025-91-9"
"PM34","A05-08","8-Hydroxy-5-Nitroquinoline","","","","","","","CAS 4008-48-4"
"PM34","A09-12","Myclobutanil","","","","","","C18477","CAS 88671-89-0"
"PM34","B01-04","Capsaicin","","","","","","","CAS 404-86-4"
"PM34","B05-08","Metronidazole","","","","","","","CAS 443-48-1"
"PM34","B09-12","Clotrimazole","","","","","","D00282","CAS 23593-75-1"
"PM34","C01-04","Miconazole","","","","","","","CAS 75319-48-1"
"PM34","C05-08","Tamoxifen","","","","","","D08559","CAS 10540-29-1"
"PM34","C09-12","1,10-Phenanthroline","","","","","","C00604","CAS 5144-89-8"
"PM34","D01-04","5-Chloro-7-iodo-8-Hydroxyquinoline","","","","","","D03538","CAS 130-26-7"
"PM34","D05-08","Ellipticine","","","","","","","CAS 519-23-3"
"PM34","D09-12","Salicylanilide","","","","","","C18915","CAS 87-17-2"
"PM34","E01-04","Coumarin","","","","","","D07751","CAS 91-64-5"
"PM34","E05-08","Piperine","","","","","","","CAS 94-62-2"
"PM34","E09-12","Warfarin","","","","","","","CAS 81-81-2"
"PM34","F01-04","Dichloran","","","","","","","CAS 99-30-9"
"PM34","F05-08","Thiophanate-Methyl","","","","","","C14432","CAS 23564-05-8"
"PM34","F09-12","Loperamide","","","","","","","CAS 34552-83-5"
"PM34","G01-04","Captan","","","","","","C14438","CAS 133-06-2"
"PM34","G05-08","Oxycarboxin","","","","","","","CAS 5259-88-1"
"PM34","G09-12","Fenarimol","","","","","","C11226","CAS 60168-88-9"
"PM34","H01-04","Nordihydroguaiaretic.Acid","","","","","","C10719","CAS 500-38-9"
"PM34","H05-08","Benalaxyl","","","","","","C10929","CAS 71626-11-4"
"PM34","H09-12","Dichlofluanid","","","","","","","CAS 1085-98-9"
