"PM22C","A01-04","L-Glutamic acid g-monohydroxamate","tRNA synthetase","","","","","","CAS 1955-67-5"
"PM22C","A05-08","Sodium metavanadate","toxic anion, PO4 analog","","","","","","CAS 13718-26-8"
"PM22C","A09-12","Caffeine","cyclic AMP phosphodiesterase inhibitor","","","","","D00528","CAS 58-08-2"
"PM22C","B01-04","L-Arginine hydroxamate","tRNA synthetase","","","","","","CAS 35832-00-9"
"PM22C","B05-08","Glycine hydroxamate","tRNA synthetase","","","","","","CAS 5349-80-4"
"PM22C","B09-12","Potassium iodide","toxic anion","","","","","","CAS 7681-11-0"
"PM22C","C01-04","3-Amino-1,2,4-triazole","inhibits catalase, inhibits histidine synthesis","","","","","C11261","CAS 61-82-5"
"PM22C","C05-08","Miltefosine","phosphatidyl choline synthesis, protein kinase C inhibitor, fungicide","","","","","D02494","CAS 58066-85-6"
"PM22C","C09-12","DL-Serine hydroxamate","tRNA synthetase","","","","","","CAS 55779-32-3"
"PM22C","D01-04","Polymyxin B","membrane, cyclic peptide","","","","","D01066","CAS 1405-20-5"
"PM22C","D05-08","Urea hydrogen peroxide","oxidizing agent","","","","","","CAS 124-43-6"
"PM22C","D09-12","Sodium arsenate","toxic anion, PO4 analog","","","","","","CAS 10048-95-0"
"PM22C","E01-04","Ceftriaxone","wall, cephalosporin","","","","","D00924","CAS 104376-79-6"
"PM22C","E05-08","BAPTA","chelator, Ca++","","","","","","CAS 73630-08-7"
"PM22C","E09-12","D-Serine","inhibits 3PGA dehydrogenase (L-serine and pantothenate synthesis)","","","","","C00740","CAS 312-84-5"
"PM22C","F01-04","Azaserine","nucleic acid inhibitor, purine, glutamine analog","","","","","D03032","CAS 115-02-6"
"PM22C","F05-08","Lithium chloride","toxic cation","","","","","","CAS 7447-41-8"
"PM22C","F09-12","Boric acid","toxic anion","","","","","D01089","CAS 10043-35-3"
"PM22C","G01-04","Benzamidine hydrochloride","peptidase inhibitor, fungicide","","","","","C01784","CAS 1670-14-0"
"PM22C","G05-08","Cycloheximide","protein synthesis, 30S ribosomal subunit","","","","","D03625","CAS 66-81-9"
"PM22C","G09-12","Thallium(I) acetate","toxic cation","","","","","","CAS 563-68-8"
"PM22C","H01-04","Cephalothin","wall, cephalosporin","","","","","D00907","CAS 58-71-9"
"PM22C","H05-08","Paromomycin","protein synthesis, 30S ribosomal subunit, aminoglycoside","","","","","D00868","CAS 1263-89-4"
"PM22C","H09-12","Myclobutanil","membrane function, inhibits sterol biosynthesis","","","","","C18477","CAS 88671-89-0"
