"PM24A","A01-04","Chlorhexidine diacetate","membrane, electron transport","","","","","D07669","CAS 56-95-1"
"PM24A","A05-08","Glycine hydrochloride","wall","","","","","","CAS 6000-43-7"
"PM24A","A09-12","Guanidine hydrochloride","membrane, chaotropic agent","","","","","","CAS 50-01-1"
"PM24A","B01-04","9-Aminoacridine","DNA intercalator, inhibits RNA synthesis","","","","","D02905","CAS 52417-22-8"
"PM24A","B05-08","6-Azauracil","nucleic acid analog, pyrimidine","","","","","","CAS 461-89-2"
"PM24A","B09-12","Salicylanilide","folate antagonist","","","","","C18915","CAS 87-17-2"
"PM24A","C01-04","Sulfanilamide","folate antagonist, PABA analog","","","","","D08543","CAS 63-74-1"
"PM24A","C05-08","Menthol","antifungal, from plants","","","","","D00064","CAS 2216-51-5"
"PM24A","C09-12","Sisomicin","protein synthesis, 30S ribosomal subunit, aminoglycoside","","","","","D02181","CAS 53179-09-2"
"PM24A","D01-04","Chlorodinitrobenzene","oxidizes sulfhydryls, depletes glutathione","","","","","","CAS 97-00-7"
"PM24A","D05-08","DL-Thioctic acid","oxidizing agent","","","","","D00086","CAS 1077-28-7"
"PM24A","D09-12","Chromium(III) chloride","toxic cation","","","","","","CAS 10060-12-5"
"PM24A","E01-04","Cobalt(II) chloride","toxic cation","","","","","","CAS 7791-13-1"
"PM24A","E05-08","Sodium cyanate","toxic anion","","","","","","CAS 917-61-3"
"PM24A","E09-12","Sodium metaborate","toxic anion","","","","","","CAS 15293-77-3"
"PM24A","F01-04","Alexidine","membrane, electron transport, biguanide","","","","","D02804","CAS 22573-93-9"
"PM24A","F05-08","Benalaxyl","RNA synthesis, phenylamide, fungicide","","","","","C10929","CAS 71626-11-4"
"PM24A","F09-12","Benzethonium chloride","membrane, detergent, cationic","","","","","D01140","CAS 121-54-0"
"PM24A","G01-04","Chloroxylenol","fungicide","","","","","D03473","CAS 88-04-0"
"PM24A","G05-08","Ethionamide","anti-tuberculosic","","","","","D00591","CAS 536-33-4"
"PM24A","G09-12","Nifedipine","ion channel inhibitor, Ca++","","","","","D00437","CAS 21829-25-4"
"PM24A","H01-04","Thiophanate-methyl","tubulin, benzimidazole, fungicide","","","","","C14432","CAS 23564-05-8"
"PM24A","H05-08","Triadimefon","sterol synthesis, demethylation inhibitor, fungicide","","","","","C11156","CAS 43121-43-3"
"PM24A","H09-12","Quercetin dihydrate","mitochondrial ATPase, cyclic nucleotide phosphodiesterases, protein kinases","","","","","C01617","CAS 6151-25-3"
