"MitoS1","A01","No Substrate","Negative Control for rows A-F","","","","","","CAS Negative Control"
"MitoS1","A02","a-D-Glucose","Monosaccharide, 6 Carbon","","","","","C00031","CAS 50-99-7"
"MitoS1","A03","Glycogen","Polysaccharide, Glucose, 6 Carbon","","","","","C00182","CAS 9005-79-2"
"MitoS1","A04","D-Glucose-1-PO4","Sugar Phosphate, 6 Carbon","","","","","C00103","CAS 56401-20-8"
"MitoS1","A05","No Substrate","Negative Control for rows A-F","","","","","","CAS Negative Control"
"MitoS1","A06","a-D-Glucose","Monosaccharide, 6 Carbon","","","","","C00031","CAS 50-99-7"
"MitoS1","A07","Glycogen","Polysaccharide, Glucose, 6 Carbon","","","","","C00182","CAS 9005-79-2"
"MitoS1","A08","D-Glucose-1-PO4","Sugar Phosphate, 6 Carbon","","","","","C00103","CAS 56401-20-8"
"MitoS1","A09","No Substrate","Negative Control for rows A-F","","","","","","CAS Negative Control"
"MitoS1","A10","a-D-Glucose","Monosaccharide, 6 Carbon","","","","","C00031","CAS 50-99-7"
"MitoS1","A11","Glycogen","Polysaccharide, Glucose, 6 Carbon","","","","","C00182","CAS 9005-79-2"
"MitoS1","A12","D-Glucose-1-PO4","Sugar Phosphate, 6 Carbon","","","","","C00103","CAS 56401-20-8"
"MitoS1","B01","D-Glucose-6-PO4","Sugar Phosphate, 6 Carbon, Dehydrogenase Substrate","","","","","C00092","CAS 3671-99-6"
"MitoS1","B02","D-Gluconate-6-PO4","Sugar Phosphate, 6 Carbon, Dehydrogenase Substrate","","","","","C00345","CAS 53411-70-4"
"MitoS1","B03","D,L-a-Glycerol-PO4","Sugar Phosphate, 3 Carbon, Dehydrogenase Substrate","","","","","C00093","CAS 3325-00-6"
"MitoS1","B04","L-Lactic Acid","Carboxylic Acid, 3 Carbon, Dehydrogenase Substrate","","","","","C01432","CAS 79-33-4"
"MitoS1","B05","D-Glucose-6-PO4","Sugar Phosphate, 6 Carbon, Dehydrogenase Substrate","","","","","C00092","CAS 3671-99-6"
"MitoS1","B06","D-Gluconate-6-PO4","Sugar Phosphate, 6 Carbon, Dehydrogenase Substrate","","","","","C00345","CAS 53411-70-4"
"MitoS1","B07","D,L-a-Glycerol-PO4","Sugar Phosphate, 3 Carbon, Dehydrogenase Substrate","","","","","C00093","CAS 3325-00-6"
"MitoS1","B08","L-Lactic Acid","Carboxylic Acid, 3 Carbon, Dehydrogenase Substrate","","","","","C01432","CAS 79-33-4"
"MitoS1","B09","D-Glucose-6-PO4","Sugar Phosphate, 6 Carbon, Dehydrogenase Substrate","","","","","C00092","CAS 3671-99-6"
"MitoS1","B10","D-Gluconate-6-PO4","Sugar Phosphate, 6 Carbon, Dehydrogenase Substrate","","","","","C00345","CAS 53411-70-4"
"MitoS1","B11","D,L-a-Glycerol-PO4","Sugar Phosphate, 3 Carbon, Dehydrogenase Substrate","","","","","C00093","CAS 3325-00-6"
"MitoS1","B12","L-Lactic Acid","Carboxylic Acid, 3 Carbon, Dehydrogenase Substrate","","","","","C01432","CAS 79-33-4"
"MitoS1","C01","Pyruvic Acid","Carboxylic Acid, 3 Carbon","","","","","C00022","CAS 113-24-6"
"MitoS1","C02","Citric Acid","Carboxylic Acid, 6 Carbon, TCA Cycle","","","","","C00158","CAS 68-04-2"
"MitoS1","C03","D,L-Isocitric Acid","Carboxylic Acid, 6 Carbon, TCA Cycle","","","","","C00311","CAS 1637-73-6"
"MitoS1","C04","cis-Aconitic Acid","Carboxylic Acid, 6 Carbon, TCA Cycle","","","","","C00417","CAS 585-84-2"
"MitoS1","C05","Pyruvic Acid","Carboxylic Acid, 3 Carbon","","","","","C00022","CAS 113-24-6"
"MitoS1","C06","Citric Acid","Carboxylic Acid, 6 Carbon, TCA Cycle","","","","","C00158","CAS 68-04-2"
"MitoS1","C07","D,L-Isocitric Acid","Carboxylic Acid, 6 Carbon, TCA Cycle","","","","","C00311","CAS 1637-73-6"
"MitoS1","C08","cis-Aconitic Acid","Carboxylic Acid, 6 Carbon, TCA Cycle","","","","","C00417","CAS 585-84-2"
"MitoS1","C09","Pyruvic Acid","Carboxylic Acid, 3 Carbon","","","","","C00022","CAS 113-24-6"
"MitoS1","C10","Citric Acid","Carboxylic Acid, 6 Carbon, TCA Cycle","","","","","C00158","CAS 68-04-2"
"MitoS1","C11","D,L-Isocitric Acid","Carboxylic Acid, 6 Carbon, TCA Cycle","","","","","C00311","CAS 1637-73-6"
"MitoS1","C12","cis-Aconitic Acid","Carboxylic Acid, 6 Carbon, TCA Cycle","","","","","C00417","CAS 585-84-2"
"MitoS1","D01","a-Keto-Glutaric Acid","Carboxylic Acid, 5 Carbon, TCA Cycle","","","","","C00026","CAS 22202-68-2"
